Content,Content_Length,product_related
"Yes, sure. On PGM projects, we remain focused on investing in the right things. I'm always a bit cautious on getting too excited in the short term over prices because what goes up quick can come down twice as quick.
 I'm certainly one that would say the underlying demand fundamentals appear to be very strong. But at the same time, we would still expect to see some switching from palladium to platinum over time. Interesting to see the platinum price start to jump around a little bit as well. So we'll see what that actually means. But from our point of view, we're investing in the right things. We've made it very clear that we're pushing along with Mogalakwena. Not exactly sure what the final outcome at Mogalakwena will be, but for our point of view, that's a priority project. It stands on its own 2 feet, either at long-term pricing or current pricing. And we'll keep pushing that along pretty aggressively.
 We're also very keen on the Amandelbult modernization program as well and getting the chrome out at full capacity as well.
 So we've got a number of strings to our bow in South Africa. It's very exciting.",199,Yes
"So -- and most of that's Los Bronces, reflecting the Los Bronces water options that are being developed. Good work being done, but we've kept those options in. So again, Aaron and the [force] done good work, and we'll continue to build the inventory. I'd like to think by the end of the year, we'll be in a much better position generally in terms of being able to cope with these types of conditions because I think we're in our second year of 100-year -- so we've had our second 100-year drought, so we'll have to see where that ends up.",101,Yes
"On the ore sorting, I'm going to look at Tony, make sure he's nodding or shaking his head when I say this.
 The range of upgrade that we've seen is up to 20% on grade. And we balance that back, making sure that we've got the ore through the mill balanced. And that -- and what you're doing is making sure you tail is not of such a quality that you're throwing away value. So maybe 10%, on average, Tony and Ruben, in that range? In terms of balancing the circuit?",91,No
"That's correct, Mike. It's the same process that we've been talking about now for a couple of years, and we're really pleased with the progress on those agreements that we've signed over the last couple of years, and we just talked about 2 additional ones that just keep the pipeline filled up frankly.",53,Yes
"There is a lot going on there, Wolf, that we're looking to attack. The $50 million includes cost takeouts relative to 2019 levels in both SGA&amp;E fixed cost as well as above the plant COGS. So these aren't plant actions necessarily, but they're overall oversight in governance aspects of running the business. So really when we look at any incremental plant actions on the direct labor side or on the actual facility closures, those would be incremental.",77,No
"Yes, Josh, it's Jon. I can shed a little bit more light there. For us, our customer mix over in China is much more significantly weighted to the western joint venture OEMs as opposed to the China domestics. And last year, 2019, that business was down almost 30%, while the market was down 15% to 19% or so. So you've got that mix phenomenon of our customer base. And so this year, you're seeing strong improvements year-over-year in volumes coming out of those western joint venture OEMs. In particular for us, we saw volume improvements driven by the GM OEM joint ventures on some global programs. So that has certainly helped the mix for us year-over-year and why we had some outsized performance compared to the market overall.",128,Yes
"Yes. Yes, I got the question now. Remember, in my prepared remarks, we talked about the bonus variation being about $22 million year-over-year. In the prior year, we actually reversed accruals. So that showed up as income in the quarter to the tune of $10 million, whereas this year, we're continuing to accrue and you've got $11 million of expense. So the combined year-over-year impact in that cost reduction or /increase column in the 10-Q is showing a $21 million overall variance year-over-year.",83,No
"Yes, Bob, it's Jon again. We definitely have working capital initiatives that remain in-flight and they're long-term in nature. So think about inventory levels coming down over time. Think about days payable going up as we work to rationalize our supply base. So both of those should be accretive to working capital. Each successive year here is how we're looking at it. But you're absolutely right. In a rising sales environment, you always -- or you typically have a working capital usage on the accounts receivable or tooling receivable side. So we're looking to optimize that as best we can with the initiatives we've got in-flight.",106,No
"This is Terry. I think what we are seeing is a lot of that is the benefit of an improving mix. To Mark's point, our food service business has been growing at a healthy clip through the fourth quarter. That's been something that we'd seen on an ongoing basis, and to the extent that continues, we benefit, we mix up. We've also benefited from some pretty healthy immediate consumption performance in our packaged beverage business and the margins associated with that are significantly accretive to the future consumption business. So I think the combination of those two things probably played the biggest role. There was certainly no across-the-board focus on taking rate of pricing up, per se.",117,Yes
"Mix was up a bit. Only two points, it went from 61% to 63% in terms of credit card mix. That really wasn't the real driver. Really it was what I had mentioned in the script, which was the environmental piece. We expect some lower reimbursement on a number of environmental claims, so we needed to reflect that. That was again the main driver which was about $0.009 within the quarter",71,No
"Sure. Historically, maintenance capital has ranged anywhere from $50 million to $60 million. We've got IT investments in the, call it, $10 million range for 2011. A lot of the remaining components are really dedicated towards Project Fresh and reimaging, both the Project Fresh piece, but also Marathon rebranding. So we are putting a sizable amount of capital to work for the initiatives that Terry had mentioned.",67,No
"I think from a QSR standpoint, our business has been pretty healthy throughout 2010 and we continue to see a solid performance from the QSR perspective, as well as across food service in general. So when we talk about food service, we sort of bifurcate it into QSRs, which are third parties with whom we have arrangements, and then our own proprietary food service business. And both of those categories have continued to perform quite well.
  We believe that the consumer is value-oriented, coming out of the recession. We think that's a pretty fundamental change. We think that people are probably going to be much more focused on saving, and are they are careful with their discretionary income, which is why we've made some of the changes we have.
  For example, on our coffee offering, we have a lower entry price point than we had before, so we are trying to do some things to reflect that new prudency in terms of spending money that we are seeing from consumers. We've also -- our promotional activities are really focused around value. So everything that we are doing in the fourth quarter, and we continue to do in the first quarter from a promotional standpoint, is around providing bundled discounts for on-the-go meals and snacks, because we think that's going to be more important than ever.",225,Yes
"Sure. As I mentioned, we saw widespread improvement across all categories, excluding cigarettes. So a combination of increased food service mix in our grocery category, which we classify as grocery improvement in packed-bev, beer and wine across the board, and especially with our QSRs as well, that business continues to perform well. So we are seeing gross margin improvement across all categories. And that really was the foundation for our guidance.",71,Yes
"Yes. It's quite simple, actually. I told you that we de-risked the asset allocation of the Life business. So that means we have less equity in there, less shares in there, more bonds. And that means that the possibility for future capital gains has decreased. And therefore the possibility to allocate future bonuses has decreased as well. Which translates in less future bonuses, which translates in higher embedded value.",69,Yes
"And then, Group Life was the question; do we get the new business from autonomous foundations, or is it from other full service providers? It's the latter.
 The main business comes from a former employer of yours, and some others. We have also new business from autonomous foundations, but in some cases the problem is that if there's an under coverage and the customer leaves the foundation, then somebody has to take care of the gap. And if the gap is very small, then solutions can be found, but if the gap is something one should talk about, then this is has to some extent, in some cases, a lock-in effect.
 We expect as soon as the coverage ratio will increase, and it has already improved by the autonomous foundations, that we actually will see some more new business from these foundations, since many customers like to focus more on their risk from the business side, and not so much the risk from the pension business on their own balance sheet.
 So we see a certain need, especially for the small and medium-sized businesses in Switzerland. There's a huge interest in a full coverage model, and this has not been harmed for instance by the result on the opinion poll of the decision on the conversion rate. I think it's still a very attractive product to many customers, the Group Life business.
 Now there was a question on the PIGS exposure. Martin?",242,Yes
"I think important there is that's just how the technical statement is made currently. The technical statement of the Life business, as the whole unit-linked business, goes in and goes out again.
 So therefore that's a bit confusing, especially so if you look at the benefits to policy holders because they have increased so much. That's mainly the unit-linked business and you have the investment type premiums, of course they have increased, but that's not the difference, it's the portfolio on the unit-linked business.
 I think the main driver of the EBIT was really the investment income, or put it the other way round, a lot less impairments than the year before, that's actually the --",116,Yes
"To add to your information, to what German said, if you see the change of the embedded value regarding future bonuses, it's not so much the bonus of the new business; also affected is the terminal dividend on existing contracts.
 And as you might know, we have an existing book where we have quite high guarantees from former times. We have contracts in Switzerland that have a 3.5% interest rate as a guarantee. There are other ones between 3% and 3.5%, and so on. And here, a high terminal dividend is not justified any more, given our asset allocation, given the forward rates we see in the capital markets.
 So we made a bigger adaptation here and are in line with the market. It's not so that only Baloise has done some corrections here, but also some competitors.
 And from the new business side, we absolutely are in the market regarding the surplus and technical interest rates we offer in the market.",162,Yes
"Well, that's another question. But, of course, if you calculate with a return of 7.5%, 8% for shares, and 3% to 4% for bonds, it's quite clear that the possibility to get surpluses is lower.
 But since we are, with the market rates, as close to the guarantee level as we are now, it just means that the policyholder takes not enough risk to finance a more aggressive asset allocation; so, the shareholder takes it all.
 And so, if you compare it to other competitors, they have an even more conservative asset allocation. So I think, from market point of view, the competitive position is still intact.",107,Yes
"No, I think we've covered pretty well what our situation is, and I thank everybody for attending our conference call. I hope that we've been clear and concise, and left no doubts in anyone's mind. And if there are doubts, they should be addressed now. But since I don't seem to hear any, I will thank you again for your participation, and look forward to speaking to you again some 90 days from now. Thank you very much.",78,No
"Well, Michael, it's easier said than done, and it's a lot more expensive than most people think it is. There are two ways to do it. You can hire your own sales force, which I would think would be about 50 people to be able to hit all of those stores, because you're talking somewhere around 30,000 stores. So it would take a lot of people, and it's a very, very big investment for a Company of our size. The other way to do it is to go to other wholesalers. I mean, there are other people who will do this service, but they would get pretty much the same terms and conditions that we grant to Perfumania. So I think it boils down to a decision of do we invest in that kind of an infrastructure, and does it return enough to us to be able to make it work for us. Remember, we don't do any display activity for any of that stuff. We don't have any costs for any of that stuff that goes through Perfumania. We sell to them, it's a clean sale, and there's no return. And it's just a very simple and very profitable operation for us. So yes we could. I don't think at this point in time we are ready to make that kind of an investment and to take that kind of a risk.",233,Yes
"Well, first, let me say that my comment regarding shoppers going from Macy's to Target was generally an overall statement covering all merchandise, and not specifically to fragrances. It is true that the broader market is a much-larger one. It's also true that it is at a lower price, sometimes discounted, sometimes not discounted, and we do have efforts to get into that market and, frankly, we do it quite effectively. We do it with our Paris products, we do it with selected other products. But some things needed to be treated with precision and care in that department store market, so as not to damage their image, et cetera, et cetera. But I would say that we would continue to seek opportunity in the broader mass market while retaining a very strong position in the department stores, because that's what makes the mass market sales growth.",147,Yes
"So the issue, Mark, that you're pointing there, is that we don't recognize the profits until there is completion of the buildings. Before, we used to report on a percentage of completion basis, so things would -- so the returns would work their way in over the -- as the buildings were actually being -- the units were being constructed and delivered. So, depends on the length of time that it takes for that project to be actually constructed and delivered from the time of launch, so depending on whether you're talking about a launch or a contracted sale, that could be anywhere from, let's say, 18 months to three years. Three years would be well on the outside. And the margins is going to depend, to a certain degree, on what category of property that they are working on, and Bruce, maybe you can add some color on this in terms of the types of margins that they typically report.",161,Yes
"Okay. So, I think perhaps the way to think about that is where the assets -- Okay. Let me address that from two areas. One angle of your question may be, in terms of the properties that are being sold between us and Brookfield properties, really that's dealing with the assets and liabilities that are within the Australasia section of our office properties, but then there's also the one asset that's in our development properties. In terms of our disclosures, Andrew, those numbers will continue to be consolidated onto our books. The only difference is we'll have a half interest in it. So, if you think about it, given the transaction side, it's roughly half of that transaction will become a minority interest on our books. So, that's the way I would think about it.",135,Yes
"I guess I'd -- the comment I would make is, what is, for everyone's benefit is, essentially what it's done is, it's backed off sales and net income in short-term, and gives you a better higher growth rate in the future, within that business, and the margins depend on whether it's in -- which city it's in, and then whether we're building office or residential, and it varies in all the different categories.",73,Yes
"Linda, I would add to Brian's comments, and to say that appraisals are usually backward-looking, and the fact is, they often take a long time to change their view on where values end up. I don't think they've really, valuations, taken into account the fact that we're in this environment. And people are slow to bring discount rates down and Cap rates down. What we can tell you is an indication, we have been selling small properties out of opportunity funds and different things, and, if you have a very well leased property that has income off of it, it's incredible what you can sell it for today. Because people in a zero interest rate environment are looking to earn a 6% or 7% solid return, and that, eventually, is going to, we think, if we stay in this lower interest rate environment, it's going to bring the discount rates and the Cap rates down dramatically, which means the values of a lot of the assets we have are going up, and it will all be determined, whether, ""you stay in a low interest rate environment or not,"" but if what you said comes about, I think that's what happens to the values of assets like these.",207,Yes
"And whether we could achieve, I think what you're getting at, Brendan, is could we achieve, it's Brian, some of the same benefits with respect to leasing relationships by BAM and BPO working together on those sorts of -- with those relationships, and I guess in theory, you should be able to, in some ways, but I think the reality of it is that those types of opportunities are better capitalized on in this type of business, we think if it's within the same organization. And also, one of the things, too, is we do believe that this will create a truly special company with a security that should trade extremely well given the global profile of it.",118,No
"Sure. We clearly have capacity, in terms of our interest rate risk, to take some modest positions in securities. We purchased the municipals that were kind of intermediate range, so they might range from 10 to 15 years primarily. We are buying some very short-term structured mortgage-backeds, all agencies and all strong credit, so credit isn't an issue. It's totally the interest rate risk that we look at. But even if you can get, which we did on our mortgaged backs, around 3.5% for average lives of between 3.5 and 5 years, that seemed like, at least in a measured portion, a worthwhile deployment of our assets. So while we do anticipate that rates will go up in about a year, the interest we would have lost by doing nothing seemed to justify those purchases.",135,Yes
"On an annual basis, from 3-31-09, 30 to 90 days was a little over $12 million, and it's now over $14 million. It has been down in between, but the total of all 30 to 90, 90-plus in non-accruals is just down slightly over March 31, '09 and just about flat with 12-31-09.",53,No
"I didn't know that banking still contained the words ""releasing reserves"", so you take me a little by surprise. But I think we think that, even as we grow the portfolio, there will be a requirement for more reserves even if the coverage becomes lower as the growth becomes more significant. So I don't think releasing reserves in a growing environment is really within our strategy at the moment.
  Andy Stapp. But the reserve coverage of loans could be down by year-end?",82,Yes
"I think they are across the lines of the credit book, John, and I don't think anything startling. There was a little less than $3 million in charge-offs, and they really were spread really not much in construction, about $300,000, and very little in consumer, but otherwise just spread across the book.",52,No
"I'm going to have to ask either Frank or Paul. Which of you would like to do this? Is there -- Frank, if not, we will get back to you on the allocation to prepaid of noninterest income and average balances, but do either of you have those numbers at hand?",51,Yes
"No, we're setting that we might have some response through this quarter that would enable us to react on the third quarter, receive maybe some contracts, and start operations between the last quarter of this year and first quarter of next year. You have to be aware that some of the clients and one especially announced the opening of their plants in [Kerataro], no, so they're also in a position that they need the suppliers to start delivering them components, no.",81,Yes
"We normally don't share or don't give forecasts on increase of sales and things like that. I can tell you that figures are expected to be close to two digits of increases for the year. On the MegaMex side, we share with the market that we were expecting the MegaMex joint venture to generate sales of $200 million this year. So, that's more or less what I can share with you. Normally, we don't give estimates of what we expect. But -- because we don't control demand, no, and especially --",91,Yes
"So it's a combination of commercial and industrial and residential full requirements, provider of last resort like contracts. Not dissimilar from BGS except we're supplying those not from our assets but from the market and that's why we mark them to market and what you're seeing in our numbers as we update those marks for a change in value to those contracts we take that through the P &amp; L immediately and it is primarily from customer switching and primarily in the commercial and industrial. We don't see much of it happening on the residential side, we don't see much of it happening on the residential side in BGS either, primarily commercial and industrial so as those expectations based on that migration occurs we have to adjust our hedges to make sure we're hedged consistent with our volume expectations.",139,Yes
"Well you would think that would be an easy question to answer, right? But the question becomes when do you get permits to do what part of the line? So for example, if you had State permits to work outside of the Park Service you can get a good portion of the line under way. I think we've estimated publicly that between 70% to 80% of the line CapEx was on the Eastern portion, but if the permit for the Eastern portion are held up until the Western portion is fully approved, of course in fairness, to regulators we never used to talk about an Eastern or Western portion, Susquehanna to Roseland line, right? And it needs to be one overall comprehensive project, so it's not just as straightforward as one might guess so if everything is held up until everything is approved, then you're looking at a two to three year construction program.",154,No
"Yes, we certainly did have that benefit, obviously as I mentioned depending on how you count the numbers in the utility from the fixed demands in addition to the observed increase in volume, we did benefit from weather as we cited to about $0.05 to $0.06 per share this quarter and obviously July has been warm earlier in the quarter but we don't predict higher weather out to the rest of the year, we just predict normal weather.",78,No
"Sure. So we have SO2 allowances that we hold on our books, and just if you want the accounting, the lower of cost or market hold of those allowances. These are allowances that came on to our books related to asset acquisitions of a number of years ago. The SO2 market is a traded market so you can observe the prices in the market. They have typically for many years been well above the carrying value on our books for these allowances. What happened if you look at this market and there's actually an article in the journal a couple weeks about this, when the EPA draft rules came out, there was an expectation these allowances would not be able to be used for some of the purposes that have previously thought they would be useful relative to EPA regulation so the value of those traded allowances went down very significantly, in fact if you just looked at that value from the beginning of June on the traded market to the end of June you would see those allowances in price eroding from the high teens to about $4.",189,Yes
There's a reason why I'm reluctant to do that and you'll know what I'm about to say Paul is that's part of the green part of the BGS bar chart that we show folks and we try not to break that out for competitive reasons and basis is not a fully liquid traded product.,54,Yes
"Well, that was just coincidence that it will be at the same time. We knew the shaft was back in action and we would get certainly productivity increases and efficiencies because of that. It was just unfortunate these safety issues arose at the same time as our shaft was out of action and we had crusher break downs.
 But these are operating issues; there is nothing major here. We just get over them and move on.
 And we will see, as we saw two or three things all come together the wrong way in May and June, similarly they are all coming together in the right way in this quarter with respect to the crusher is back up and in action and that is working well. The vertical shaft is working well, saving us all sorts of time and money with respect to tramming operations. And at the same time those crews will be back in action.
 So a little bit of swings and roundabouts. We will pick it up and we are doing so.",175,Yes
"We are actually close. We took on new people but they weren't new to mining, so they have got to be familiarized and inducted into our systems and go through our pretty rigid training program. But I see the numbers on a daily/weekly basis so I am very confident that we will pick that up, if we haven't already.
 Our main concern is we could push harder but there are safety issues when you are taking a lot of people down that aren't familiar with the mine or familiar with our protocols. But I am not concerned at that stage and I would say that we are pretty close to being there now. I think you will see those numbers when we push them out.",125,No
"And also remember the tailings recovery is much, much lower. We are not getting 80% recovery, don't forget, from the tailings. So when you said about increasing -- trying to correlate it with respect to the ounces, tailings recovery is a lot, lot lower than 80% that we get from run-of-mine ore which is obviously why we ditch the tailings as soon as our run-of-mine ore comes back.",68,Yes
"They like our chemical -- our grade of chrome is good, and I am not a chrome chemical expert, but they like our chemical grade chrome. We have never not had a buyer for it. As fast as we can ship it down to the coast they buy it from us and actually that is all we care about.",59,Yes
"We put the press release out about a month ago on how we were going to approach the development of the projects and the phased approach and the type of money that will be involved. And that is as far as we want to go at this time.
 With respect to breaking down as to how those amounts will be found with respect to equity -- debt and equity, etc., that decision you will have to wait for.",78,No
"The targets for the cost savings remain as they were and what we said is we are on track to hit those cost targets GBP49m --- GBP48.8m. I think if the question is if more Strategic Partners goes are there more costs to be done, I'd observe a couple of things.
 David briefly mentioned the headwind of the share-based payments is GBP3.5m that we've got yet maintained the cost reduction target at GBP48.8m. And secondly that was a pro forma on 2010 a few years ago and there is natural inflation in everything we do and the number of the costs that we have. And I think what I would observe against that is we are managing the business with those known and some of the unknown flows, and are probably somewhat ahead of that given that we've already absorbed those two factors in maintaining the fact that we are on target. As we see what the outcome of the Strategic Partners is, we'll continue to look at that, sure.",170,No
"Okay. I'll take the Sherborne question and you take the other --- no, no, sit down. I think the first question you wanted was about Achmea. I'm not sure that we've ever said that we'll keep 70% of the assets. I think what we have said is that there --- we have had a dialogue that we will continue to run some of the Achmea assets post that period of exclusivity and we believe that is going to be the case in certain product areas, pretty much in line with the numbers that we had at the time of the strategic review. So I pretty much stick by those. Exactly what they are and things like that is to be determined prior to October this year. We'll keep you updated.
 In terms of an update on flows generally, the flows in gross terms so far this year have been reasonably strong, certainly in resale and to some extent in wholesale. However, we are -- whilst we've tried hard to stabilize the flows in some of the (inaudible) products, they have continued in the first quarter. So on a net basis I think the mixture is --- sorry, the picture is slightly mixed. But certainly retail and wholesale have started the year in gross terms well.
 I'm going to hand it to you.",222,Yes
"Okay. I'll start on the first one, the institutional business. I think the hit rate is, as you rightly say, extremely high. It is relatively focused as well in a specific product area, which is the liability-driven investment area. I think the change in the hit rate, which is the important thing, is really the transition that you see through time in building those relationships and understanding the investment consultants, which you're not only buy-rated and on short lists, but you're on short lists to win. And clearly that is the next stage in that process and then you start to really get that effect coming through.
 So I think it is high. It's very much related to the LDI business and to commensurate revenue yields that you'd see on those types of --- of that type of business. But I think the important thing is that it's relative improvement in win rates, it's absolute levels of being put forward for pitches that's we're getting and real numbers of clients that we're getting. And then we can start to build that consumer strategy more broadly and looking at the opportunities to cross sell other products to them, including the return-style products as well as just the hedging products.",208,Yes
"The pipeline is in part merely a timing question because obviously within the institutional business you get a substantial awarded but under-funded. It is -- unlike a retail or a wholesale business, it doesn't tend to fund within days or even weeks. It tends to be much longer term particularly in some of the areas that I was talking about earlier that we've been concentrating, like liability-driven investment. So the pipeline's only a snapshot in time, is a sign of where we are in that timeline. The hit rate won't really affect the pipeline per se.",96,Yes
"It's, obviously it's a multi-faceted challenge because it's not a binary outcome. So if you don't lose all of them it depends what one needs to do. Clearly what we're trying to do is engage with those strategic partners and understand what they want from us if anything post the period of exclusivity, and make sure that we're resourced accordingly. So we will continue to look at the cost base in light of what the strategic partners inform us that they are doing. And we'll keep you informed as and when they inform us, as we always do.",98,No
"I would add to that that I think really only recently, within the last year to 18 months, the bank lending, particularly as it relates to commercial real estate, has really started to increase. It's still far below it was during the last cycle and it's now just recovering. So additional liquidity in the market will help with those volumes.",60,No
"In terms of branding, as I understand it -- John, correct me if I'm wrong -- we're done on branding. It was a major undertaking and we're really quite happy with the results, for all kinds of reasons.
 In terms of acquisitions and using Curry as an example, Curry didn't have the advantages that we did in many areas. They were an extremely well managed business, but didn't have shared services, didn't have many of the ancillaries that we have, insurance, lock box, and a variety of other things, all of which we are now deep with them in terms of implementing them.
 So we have been successful over the years at enhancing the EBITDA that we acquire by adding some unique products and services to clients, but also reducing overall operating costs at the branch level.
 There's a difference, obviously, between high-rise management and low-rise management, although we're seeing -- and Scott may want to add a little bit here. But we're seeing lots more high-rise, mid-rise construction happening again in various parts of the US, primarily in major markets, which is all good for us. And so, that is the area of business where we believe we can add more value in terms of energy procurement and a variety of other things, which makes us more essential to our clients in those markets.
 Scott, did you --",229,Yes
"Well, I think it's the same old story, Frederic. First and foremost we're looking for attractive, accretive acquisition opportunities, which obviously fit with our strategy and will help strengthen our businesses. That's first and foremost where we'll go.
 We'll continue to manage carefully our capital expenditures. I did speak about some extra CapEx that we will have with respect to New York, which is an expensive place to build an office, but something that's needed and I think will really support our business going forward there. That's first and foremost where it's going to go.
 And as I'm sure we'll get into later on, there's lots of acquisition opportunities out there to pursue. But it's a great position to be in, having a very strong balance sheet at this time in the cycle. And we're very pleased to be where we are today.",143,No
"Well, yes, 2014 will have a little bit of a carryover as relates to this New York CapEx, which will be, in the aggregate, about $10 million. So that will be added on to what I would have expected to be kind of a mid-to-high $30 millions. So we'll probably end up north of $40 million again next year.
 And then, beyond that, normalize that to the upper $30 millions to $40 million. I guess as we grow the business overall, we'll expect it to continue. I think on the sort of medium term we would look at CapEx as being approximately 20% of our overall EBITDA. And we're running a little bit higher than that right now, but as we grow the business that percentage should decline slightly.",129,No
"Well, the balance sheet is strong this quarter and, as John might confirm, our seasonally strong balance sheet quarter is actually year end. So we expect it to get much stronger by year end. ] The second part of your questions is -- no. We have always been opportunistic in terms of acquisitions and careful in the way we spend our capital. So if a great opportunity presented itself, we would be there. We always believed we had the fire power regardless of where our balance sheet was. We now are in a much more fortunate position that way. But it is all going to be can we find accretive acquisitions that could be integrated well into our existing platform and add value to FirstService shareholders.
 So I hate to sound like a broken record, but it's been the same since sort of Day One for us on that.",149,No
"Actually, we are well down the path. In the Pinnacle DIP agreement and the agreement to bring them out of bankruptcy, we have the right to retire their entire 140 airplane fleet of 50-seaters. And if you'll recall, the Bombardier transaction that we did earlier this year for 40 firm and 30 option, 76-seaters, they have facilitated the removal of 60 of those airplanes, and we have a clear path to get down in the range of 100 to 125 within the next 18 to 24 months.",87,Yes
"This is Paul. There is no hard and fast rule. We are working with the accountants on that. And the reversal has to do with historical earnings and where we are on book tax differences. So, as we continue to work through that, that is something that could happen in 2013.",51,No
The pension unfunded liability is going to increase at year-end by about $2 billion. That has a minimal effect on expense based on where we are in amortization and the result of a lower interest rate. And there is no material change in funding because we have the benefits of the airline relief under the Pension Protection Act.,58,No
"What we said is that after the results of this $1 billion are fully baked in, we would expect to see forward-looking trends of flat to 2% CASM off of 2013 levels. So it is a combination of 2012 base as well as anticipated growth in cost, but we are flattening out unit costs based on that 2013 level.",59,No
"I would make two key points there. The first, if you think back to Airlines like Skybus, $2 billion of capital is no longer available. With the new Basel rules and the rules in the US on the requirements for banks and financial markets to keep capital in reserve, it is a much different situation in terms of capital in the marketplace.
 The second piece of that is, Brent is at about $1.10 and that model is a very difficult model at these sorts of fuel prices. So, when you look at where the capital markets and how the capital markets approach financing airlines today, and look at where fuel prices are today, I think we are in a very different dynamic.",122,No
"Sure. So, yes, it was specific to vending. We did see improvement again in our payment solutions business. Looking on a year-to-date basis, that business, from a core growth perspective, is up around 6%, 6.5%. So, we feel very good about the momentum that we're seeing in our payment solutions business, as well as in the margins in that business, which remain in the mid to high teens. So, a strong performance in Q3, as well as following the strong performance we saw in the first half of the year.",90,Yes
"As opposed to the project being delayed. Frankly, I think the better way to say it is that typically we see projects in our funnel being delayed prior to getting that quote. Typically if you quote it, they're at the point where they're going to do it, although there are some delays there, too, in there. It's hard to answer that, Matt.",62,Yes
"So, we -- I wouldn't say we expect a significant step change in performance over the run rate that we've seen over the last couple of quarters. It's going to be more of a slow growth environment. I think domestically, bottlers continue to communicate the long-term strategy of the importance to vending in their business.
 And in addition to the bottler activity that we're pursuing, we see opportunities to develop in emerging markets. We're looking hard at opportunities in Russia, Asia, the Middle East. And as we discussed at our investor day, our focus on cashless, as well as opportunities to grow in coffee in Europe. So, overall, on following the comments on the bottlers and the impact that we've seen year to date this year, I would say that we don't expect a dramatic step change increase as we think about 2014.",143,Yes
"So, no different, Matt, really than -- we have this formal process that we've talked about, about each of the businesses presenting ideas and concepts. And then we have sort of a top-down approach for other types of acquisitions that we look at. No different activity level has been high, remaining the same. We continue to look to deploy our capital that we have available, even post the MEI acquisition.
 And the comment that Eric made with respect to the cash being largely overseas just be mindful that a good reason for that is because we're going to use a good chunk of that to acquire the MEI business.",109,Yes
"Yes, so, we delivered 14.5% in the quarter. This was not a surprise to us. We discussed on the second-quarter call that we expected Q3 margins to be lower than the second-quarter performance that we had, primarily relating to the seasonal nature of our valve services business, which commands fairly high margins. And we also spoke to a more unfavorable mix in the third quarter related to lower MRO versus project. So, those two things led us to guide everybody down to a more modest level, if you want to call it, at 15%.
 If I look year to date, we are at, I think, 15.1% year to date in fluid handling, which is up from the guidance that we have for our full year of, I think, 14.3%. And we feel confident that we'll achieve a similar performance in the fourth quarter -- to achieve 15%.",147,Yes
"Yes, we will be equity accounting for the transaction and we'll be showing 40% of the assets in our -- within our asset line.
 In terms of your second question, again, I think the answer is just yes. It's going to be 40% of that in what we expect to be a growing business.",54,Yes
"Only showing -- trying to give a representation of where is the diversity of the Group. We are -- still have a Property business. It is now a separately owned company and that's one of the benefits of why I think its growth will be good. But I think for someone looking at the core group for Henderson, they should see us having exposure to property. It'll clearly be lower than the 20% of our assets under management that are represented there. But we still have close to 10% of the Group's assets under management where we have exposure to property. And a lot of the people who look at the business and a lot of our shareholders can see the diversity of the asset classes we're in and I think not to show it at all would give a misleading picture between equity and fixed income of our business compared to we do have that diversity. And what we've seen over the last 10 years is that Property definitely moves differently to Equities and Fixed Income. And I think that's been a strength of the firm. And I don't think we lose through this transaction that diversity or balance.",200,Yes
"Yes, well that's correct. The transaction fees that we get through from Property, which are down in the first half because the property transactions have been lower, as I mentioned earlier, and they will not be in -- going forward, once the deal completes, obviously they won't come through. We'll just have the one line in the associates for the overall profits, which will include that.
 And you are right, it's in the 60s in terms of what's really recurring. Probably two-thirds are recurring on that basis.",87,No
"Okay, well I'm conscious that there's a lot of other things going on today, so I'll close it there.
 If you have any further questions, feel free to come back to the Investor Relations department. Andrea or Tony are happy to take any further questions, but thank you for your time.",51,No
"And Nick, if the flow picture changes from where it looks like today, or if the investment performance falls away from where it is today, then there is scope for us to actually bring the compensation ratio down from that.
 We are being prudent and, given how the business is travelling, I think the view is we feel that, given that and given the strong numbers coming through on a number of different metrics, that's where we'll be for the full year.
 It may come down if that doesn't materialize as it currently looks. And also I'd say -- staff -- managing that variable cost line has been something I think we've done very well. And staff have clearly been impacted in the variable side as income has come down in previous years. I think with income going up there is a little bit of catch-up for staff, and the competitive pressure is probably building out there with our peers. You've seen some high-profile names and changes in the UK marketplace. We want to make sure that we're on the right side of what we need to do around our talent.
 So that's where -- so it is a bit of a shift from what we may have said six months ago, but it's a reflection of both the momentum in the Business and the competitive position we see ourselves in. But even in those results you've seen it absorbed in the profits we are delivering.",246,No
Yes we've demonstrated that before. Asps have never really gone up on the existing products so designed in over years and so we've had pricing pressure for years. I've been here more than 30 years and I don't remember not having an industry that had pricing pressure but by driving to better manufacturing practices and driving engineering to make sure the next design that's going to replace that product or bring in additional market has better margins starting is how you sort of beat that issue.,86,Yes
